City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
696,Mwinilunga,ZM,-11.7358,24.4293,71.28,78,94,4.29,overcast clouds
697,Priupskiy,RU,53.9096,37.736,32.86,90,47,15.05,scattered clouds
698,Saurimo,AO,-9.6608,20.3916,72.3,81,100,3.85,overcast clouds
699,Eureka,US,40.8021,-124.1637,45.79,93,14,5.23,few clouds
700,Puerto Leguizamo,CO,-0.1934,-74.7819,69.98,99,98,0.96,overcast clouds
701,Olkhovka,RU,53.2115,60.6069,40.96,65,66,21.52,broken clouds
702,Urengoy,RU,65.9667,78.3667,33.73,100,100,7.11,overcast clouds
703,Omsukchan,RU,62.5333,155.8,7.52,97,100,3.83,light snow
704,Vicuna,CL,-30.0319,-70.7081,44.33,37,0,1.63,clear sky
705,Shihezi,CN,44.3,86.0333,74.01,14,49,4.72,scattered clouds
706,Sabang,ID,5.8933,95.3214,80.71,72,100,2.57,overcast clouds
707,Carutapera,BR,-1.195,-46.02,74.44,97,100,2.95,moderate rain
708,College,US,64.8569,-147.8028,13.28,70,40,0.0,scattered clouds
709,Vestmannaeyjar,IS,63.4427,-20.2734,31.19,93,100,8.05,mist
710,Andra,RU,62.5147,65.8878,33.87,100,100,7.81,snow
711,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.64,89,8,9.28,clear sky
712,Bonavista,CA,48.6499,-53.1147,34.12,86,92,11.52,overcast clouds
713,Altay,CN,47.8667,88.1167,51.57,74,31,6.04,scattered clouds
714,Sabla,NG,12.7525,4.7077,96.57,29,57,11.01,broken clouds
715,Ranong,TH,9.9658,98.6348,78.73,88,99,4.79,overcast clouds
716,Yarmouth,US,41.7057,-70.2286,43.97,72,75,7.0,broken clouds
717,Arauco,CL,-37.2463,-73.3175,52.3,72,13,4.09,few clouds
718,Sungairaya,ID,0.7,108.9,86.36,61,25,7.83,scattered clouds
719,Chamba,IN,32.5667,76.1333,86.92,17,4,8.46,clear sky
720,Angoche,MZ,-16.2325,39.9086,84.4,65,3,7.72,clear sky
721,Oranjestad,AW,12.524,-70.027,78.75,78,20,17.27,few clouds
722,Bairnsdale,AU,-37.8333,147.6167,60.06,82,2,1.77,clear sky
723,Phan Thiet,VN,10.9333,108.1,87.46,59,63,20.58,broken clouds
724,Yichang,CN,30.7144,111.2847,79.03,36,74,4.18,broken clouds
725,Vilhena,BR,-12.7406,-60.1458,66.78,98,66,2.62,broken clouds
726,Ambulu,ID,-8.345,113.6058,83.03,75,18,6.82,few clouds
727,San Lazaro,BZ,18.0387,-88.6622,75.88,88,74,5.55,broken clouds
728,Aksay,RU,47.26,39.87,48.42,40,10,10.0,clear sky
729,Sakakah,SA,29.9697,40.2064,85.57,10,3,10.92,clear sky
730,Irbeyskoye,RU,55.6428,95.4522,43.34,96,100,3.06,overcast clouds
731,Liuhe,CN,42.2401,125.7172,44.4,26,51,13.85,broken clouds
732,Beira,MZ,-19.8436,34.8389,87.89,66,75,10.36,broken clouds
733,Dauphin,CA,51.1494,-100.0502,35.74,88,20,12.66,mist
734,Severnyy,RU,50.677,36.5532,41.04,38,0,13.42,clear sky
